prov_persona_en_situacion_violencia,edad_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,vinculo_con_la_persona_agresora
0,18.0,1,1,0,0,0,1,5
7,28.0,1,1,0,0,0,1,3
4,18.0,1,1,1,0,0,1,0
8,27.0,1,1,0,1,0,1,0
0,45.0,1,1,0,0,0,1,0
6,44.0,1,1,0,0,1,1,0
22,29.0,0,0,0,1,0,1,0
0,41.0,1,1,0,0,1,1,5
2,31.0,1,1,0,1,1,1,0
0,25.0,0,0,0,1,1,1,0
6,46.0,0,0,0,1,1,1,0
0,25.0,1,1,0,1,1,1,0
9,62.0,1,1,0,1,0,1,0
12,26.0,1,1,0,0,0,1,0
0,36.0,0,0,0,0,0,1,5
0,20.0,0,0,0,1,0,1,0
0,41.0,0,0,0,0,0,1,5
12,46.0,0,0,0,1,0,1,5
0,21.0,0,0,1,0,0,1,0
12,36.0,1,1,0,1,0,1,0
0,20.0,1,1,0,0,0,1,0
1,27.0,1,1,0,0,0,1,5
7,53.0,0,0,0,1,0,1,0
0,46.0,0,0,0,1,0,1,0
7,29.0,1,1,0,1,0,1,0
6,30.0,1,1,0,0,0,1,0
23,29.0,1,1,0,0,0,1,5
12,11.0,1,1,1,0,0,1,2
13,38.0,1,1,1,1,0,1,0
8,33.0,0,0,0,0,0,1,5
12,33.0,0,0,0,0,0,1,0
23,22.0,1,1,0,0,0,1,5
8,24.0,0,0,1,0,0,1,2
6,24.0,1,1,0,0,0,1,5
0,26.0,1,1,0,0,0,1,0
23,32.0,1,1,0,1,0,1,0
20,38.0,1,1,1,1,0,1,0
0,41.0,0,0,0,0,0,1,0
15,23.0,1,1,0,0,0,1,0
0,27.0,1,1,0,0,0,1,5
14,36.0,1,1,0,1,0,1,5
0,36.0,0,0,0,0,0,1,0
0,30.0,1,1,0,0,0,1,0
4,26.0,1,1,1,1,0,1,0
6,49.0,1,1,0,0,0,1,0
0,29.0,1,1,0,0,0,1,0
0,27.0,1,1,0,0,0,1,5
9,47.0,1,1,0,1,0,1,5
12,42.0,0,0,0,0,0,1,0
16,37.0,1,1,0,0,0,1,0
0,38.0,1,1,1,1,0,1,5
13,36.0,0,0,0,0,0,1,5
20,8.0,1,1,1,0,0,1,2
0,38.0,0,0,0,0,1,1,0
0,21.0,1,1,0,1,1,1,5
0,42.0,1,1,0,1,1,1,5
0,31.0,0,0,0,1,1,0,0
0,21.0,1,1,0,0,1,1,0
0,36.0,1,1,0,1,1,1,0
0,26.0,1,1,1,1,1,0,6
0,28.0,0,0,0,1,0,0,0
0,37.0,1,1,1,1,1,1,0
0,38.0,1,1,0,0,1,1,0
0,61.0,0,0,0,0,0,0,5
0,21.0,1,1,0,0,0,0,0
0,45.0,0,0,0,1,0,1,5
0,26.0,1,1,0,1,1,1,5
4,39.0,1,1,0,0,0,1,2
4,62.0,1,1,0,1,1,1,0
4,39.0,0,0,0,0,0,1,5
4,41.0,0,0,0,0,1,1,5
0,47.0,0,0,1,0,0,1,0
0,48.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,0,2
4,24.0,1,1,1,0,0,0,2
0,26.0,1,1,0,1,0,1,5
0,39.0,1,1,0,0,0,1,0
0,45.0,0,0,0,0,0,1,5
23,47.0,1,1,0,1,0,1,5
0,57.0,1,1,0,0,0,1,0
4,32.0,1,1,0,1,0,1,5
4,18.0,1,1,1,0,1,1,3
15,52.0,0,0,0,0,0,1,0
23,30.0,1,1,0,0,0,1,0
6,21.0,1,1,0,1,1,1,4
0,31.0,0,0,0,0,1,1,2
0,58.0,1,1,0,1,0,1,3
0,24.0,1,1,1,1,0,1,5
20,25.0,1,1,0,0,0,1,5
0,20.0,1,1,0,0,0,1,4
0,40.0,0,0,0,1,0,1,0
0,27.0,0,0,0,0,0,0,6
20,27.0,1,1,0,1,1,1,5
0,45.0,1,1,0,1,0,1,0
7,45.0,0,0,0,0,0,1,3
0,61.0,1,1,1,1,1,1,0
0,27.0,1,1,0,1,0,1,5
0,40.0,1,1,0,0,0,1,5
14,41.0,0,0,0,0,0,1,5
23,38.0,0,0,0,1,0,1,5
0,35.0,0,0,0,0,0,1,5
16,32.0,0,0,0,1,0,1,0
23,33.0,1,1,0,1,0,1,0
20,27.0,1,1,0,1,0,1,0
0,52.0,0,0,0,0,0,1,5
6,33.0,1,1,1,1,0,1,5
20,26.0,0,0,0,1,0,1,0
4,40.0,0,0,0,1,0,1,0
0,32.0,1,1,0,1,0,1,5
23,20.0,1,1,0,1,0,1,5
0,35.0,0,0,0,0,0,1,5
4,45.0,1,1,0,0,1,1,5
0,34.0,0,0,0,0,0,1,0
0,40.0,1,1,0,1,0,1,0
16,61.0,1,1,0,0,0,1,5
16,41.0,1,1,0,0,0,1,0
0,28.0,1,1,0,0,0,1,0
9,62.0,0,0,0,1,0,1,5
0,21.0,1,1,0,0,0,1,2
0,39.0,1,1,0,1,0,1,0
12,22.0,1,1,0,0,0,1,5
0,37.0,0,0,0,0,0,1,5
4,63.0,1,1,0,0,0,1,5
0,27.0,1,1,0,1,0,1,0
4,23.0,1,1,0,1,0,1,5
0,37.0,0,0,0,1,0,1,5
12,45.0,1,1,0,1,0,1,0
10,21.0,1,1,0,0,0,1,5
0,26.0,1,1,0,0,0,1,5
0,24.0,1,1,0,0,1,1,5
0,19.0,1,1,0,0,0,1,5
0,37.0,1,1,0,0,1,1,5
0,25.0,0,0,1,1,1,1,5
0,30.0,1,1,0,0,1,1,0
0,41.0,1,1,0,0,1,0,0
0,41.0,1,1,1,1,1,1,5
0,34.0,1,1,1,0,1,1,0
0,40.0,0,0,1,0,1,1,0
0,36.0,0,0,0,0,0,0,5
0,34.0,1,1,0,0,1,1,0
0,50.0,1,1,1,0,1,1,5
0,48.0,1,1,0,0,1,1,3
0,48.0,1,1,1,0,1,1,0
0,21.0,1,1,1,1,1,1,0
0,57.0,0,0,0,1,1,1,5
0,35.0,1,1,0,0,1,1,5
0,33.0,0,0,0,0,1,0,0
0,46.0,1,1,0,1,0,0,0
0,21.0,0,0,1,0,0,0,2
0,36.0,1,1,1,1,1,1,0
0,25.0,1,1,0,0,0,1,5
0,33.0,0,0,0,0,0,0,0
0,39.0,0,0,1,1,1,1,5
0,23.0,1,1,1,1,0,1,5
0,56.0,1,1,1,1,1,1,0
0,44.0,1,1,1,0,1,0,4
0,55.0,0,0,0,0,0,0,5
0,18.0,1,1,0,0,0,0,5
0,32.0,1,1,0,1,1,0,0
0,54.0,1,1,0,0,0,0,0
0,33.0,1,1,0,1,1,1,0
4,47.0,1,1,0,0,0,1,0
4,28.0,0,0,1,0,0,0,2
4,41.0,0,0,0,1,0,1,4
0,18.0,1,1,0,0,0,1,5
4,44.0,1,1,0,0,1,1,0
0,40.0,1,1,0,0,1,1,0
0,45.0,0,0,0,1,1,1,0
0,48.0,1,1,0,1,0,1,5
4,37.0,0,0,0,0,0,1,5
4,25.0,0,0,1,0,0,0,2
0,21.0,1,1,0,0,0,1,0
4,21.0,0,0,0,0,0,1,4
0,47.0,1,1,0,0,1,1,5
4,48.0,0,0,0,0,0,1,0
4,29.0,1,1,0,0,1,1,0
4,50.0,1,1,0,0,1,1,0
4,25.0,1,1,0,1,0,1,0
4,51.0,0,0,0,0,0,1,5
4,38.0,1,1,1,1,0,1,5
17,43.0,0,0,0,1,0,1,5
12,37.0,1,1,0,0,1,1,0
5,48.0,1,1,0,0,1,1,5
4,43.0,1,1,0,0,0,1,5
0,51.0,1,1,0,0,1,1,5
0,25.0,1,1,0,1,1,1,0
23,26.0,1,1,0,0,0,1,0
20,37.0,0,0,0,0,0,1,5
20,51.0,1,1,0,0,0,1,0
7,32.0,1,1,0,0,0,1,5
12,31.0,1,1,0,0,0,1,5
0,29.0,0,0,0,1,0,1,0
5,38.0,1,1,0,0,0,1,0
9,33.0,1,1,0,0,0,1,0
0,35.0,0,0,0,0,0,1,0
0,27.0,1,1,0,0,0,1,0
20,27.0,1,1,0,0,0,1,0
0,23.0,1,1,0,1,0,1,0
0,31.0,0,0,1,0,0,0,2
13,23.0,0,0,0,0,0,1,0
0,25.0,1,1,0,0,0,1,5
0,37.0,1,1,0,0,0,1,0
21,23.0,1,1,0,1,0,1,5
6,48.0,1,1,0,0,0,1,5
20,47.0,1,1,0,0,0,1,0
0,35.0,1,1,0,0,0,1,5
0,38.0,1,1,0,1,0,1,0
20,23.0,1,1,0,0,0,1,0
12,55.0,0,0,0,0,0,1,0
20,27.0,1,1,0,0,0,1,5
23,39.0,1,1,0,1,0,1,0
4,41.0,1,1,0,0,0,1,0
5,19.0,1,1,0,1,0,1,5
21,12.0,1,1,1,0,0,1,2
12,29.0,1,1,0,0,0,1,5
0,28.0,0,0,0,0,0,1,5
0,32.0,1,1,0,0,0,0,3
0,24.0,0,0,1,0,0,0,2
0,50.0,0,0,0,1,0,0,5
0,30.0,1,1,0,0,0,0,2
0,21.0,1,1,0,0,1,1,5
0,60.0,1,1,1,1,1,0,0
0,21.0,1,1,0,0,1,1,5
0,42.0,0,0,0,1,1,0,0
0,39.0,1,1,0,0,1,1,5
0,41.0,1,1,1,0,1,1,5
0,27.0,0,0,0,1,1,1,5
0,45.0,0,0,0,1,1,1,0
0,50.0,0,0,0,1,1,0,5
0,34.0,0,0,1,1,1,1,5
0,62.0,1,1,0,1,1,1,5
0,26.0,0,0,0,0,1,1,3
0,44.0,1,1,0,1,1,1,0
0,28.0,1,1,0,1,1,1,5
0,52.0,0,0,0,1,0,0,2
0,50.0,1,1,0,0,0,0,3
0,33.0,1,1,0,1,0,0,4
0,23.0,1,1,0,0,1,0,0
0,19.0,1,1,0,0,0,1,0
0,43.0,0,0,0,1,0,0,5
0,19.0,1,1,1,0,1,1,0
0,43.0,0,0,1,1,1,1,5
0,31.0,1,1,0,1,0,1,0
0,19.0,1,1,0,0,0,1,5
4,51.0,0,0,0,1,1,1,2
4,29.0,0,0,0,0,1,1,5
4,29.0,1,1,0,0,0,0,2
0,37.0,1,1,0,0,0,1,5
4,39.0,1,1,0,1,0,1,0
4,18.0,1,1,0,0,0,1,5
4,18.0,1,1,0,0,0,1,5
4,23.0,0,0,0,0,0,1,5
0,38.0,0,0,0,0,0,1,0
4,26.0,0,0,0,1,0,1,0
0,31.0,1,1,0,0,1,1,0
0,33.0,1,1,0,0,0,1,5
4,28.0,1,1,0,1,0,1,5
4,46.0,1,1,0,0,1,1,5
4,39.0,0,0,1,0,1,1,0
4,32.0,0,0,0,0,0,1,0
4,37.0,0,0,1,0,1,0,2
0,31.0,1,1,0,1,0,1,0
4,33.0,1,1,0,0,0,1,5
12,26.0,1,1,0,0,0,1,0
1,27.0,1,1,0,0,0,1,5
12,44.0,0,0,0,0,1,1,0
15,45.0,1,1,0,0,1,1,0
0,18.0,1,1,1,1,1,1,0
12,52.0,0,0,0,0,0,1,0
0,30.0,1,1,0,0,0,1,5
9,42.0,0,0,0,0,0,1,0
12,25.0,1,1,0,0,0,1,5
20,34.0,1,1,0,0,0,1,5
0,37.0,1,1,0,0,0,1,5
16,42.0,1,1,0,1,1,1,5
0,29.0,1,1,0,0,0,1,5
8,28.0,1,1,0,0,0,1,0
20,32.0,1,1,0,0,0,1,0
12,22.0,0,0,0,0,0,1,0
0,40.0,1,1,0,0,0,1,5
4,48.0,1,1,1,1,0,1,0
4,47.0,0,0,0,0,0,1,3
0,37.0,1,1,0,0,0,1,0
4,62.0,1,1,0,1,0,1,5
20,53.0,0,0,0,0,0,1,0
4,26.0,1,1,0,0,0,1,5
0,52.0,1,1,0,0,0,1,5
0,34.0,1,1,0,1,0,1,0
17,25.0,1,1,0,0,0,1,5
0,35.0,1,1,0,0,0,1,5
4,20.0,1,1,0,1,0,1,0
0,22.0,1,1,0,1,0,1,0
0,41.0,1,1,0,1,0,0,5
0,32.0,1,1,0,0,0,1,5
0,23.0,1,1,0,0,0,1,0
0,46.0,1,1,0,0,1,1,0
0,19.0,1,1,0,0,1,1,4
0,39.0,0,0,0,1,1,1,5
0,24.0,1,1,0,0,0,1,5
0,34.0,0,0,0,0,0,1,5
0,35.0,1,1,0,1,1,1,0
0,33.0,1,1,0,0,0,1,0
0,39.0,0,0,0,0,0,0,5
0,32.0,1,1,0,0,1,1,5
0,41.0,1,1,1,1,0,1,5
0,24.0,1,1,0,1,0,1,5
0,46.0,1,1,0,1,1,1,5
0,55.0,0,0,1,0,1,0,2
0,39.0,0,0,0,1,1,1,5
0,19.0,0,0,0,0,1,0,5
0,52.0,0,0,0,0,1,1,0
0,30.0,1,1,0,0,1,1,5
0,39.0,1,1,0,0,1,1,3
4,38.0,1,1,0,1,0,1,0
0,39.0,1,1,0,0,0,1,5
0,25.0,1,1,0,0,0,1,5
0,40.0,0,0,0,0,0,1,0
0,23.0,1,1,0,0,0,1,0
0,33.0,0,0,0,0,0,1,0
4,29.0,1,1,0,0,0,1,5
0,36.0,1,1,0,0,0,1,5
4,39.0,0,0,0,0,0,1,5
4,28.0,0,0,0,0,0,1,0
4,26.0,1,1,0,0,0,1,5
4,39.0,0,0,0,0,0,1,5
0,37.0,1,1,0,1,1,1,0
4,40.0,1,1,0,0,1,1,2
4,30.0,0,0,0,0,1,1,0
4,40.0,0,0,0,0,1,1,0
0,64.0,1,1,0,0,0,1,5
0,33.0,1,1,0,0,0,1,0
4,15.0,1,1,0,0,0,1,2
4,22.0,1,1,0,0,0,1,0
0,37.0,1,1,0,0,0,1,0
0,36.0,1,1,0,0,0,1,0
0,37.0,1,1,0,1,0,1,5
6,34.0,1,1,0,0,0,1,0
0,38.0,1,1,1,1,1,1,0
6,20.0,1,1,0,0,1,1,0
4,34.0,1,1,0,0,0,1,5
20,28.0,1,1,0,0,0,1,4
23,21.0,1,1,0,0,0,1,5
20,48.0,1,1,1,1,0,1,5
0,54.0,0,0,0,0,0,1,0
6,45.0,0,0,0,0,0,1,0
0,44.0,1,1,1,1,0,1,0
12,59.0,1,1,0,1,0,1,5
0,35.0,1,1,0,0,0,1,0
0,32.0,0,0,0,1,0,1,0
23,51.0,0,0,1,0,0,1,0
0,28.0,1,1,0,0,0,1,5
0,22.0,0,0,0,1,0,1,0
0,36.0,0,0,0,1,0,1,5
17,39.0,1,1,0,0,0,1,0
20,56.0,1,1,0,0,0,1,0
0,31.0,1,1,1,0,0,0,2
20,19.0,1,1,0,0,0,1,5
0,34.0,1,1,0,0,0,1,0
20,30.0,0,0,0,0,0,1,5
14,42.0,1,1,0,0,0,1,0
0,33.0,1,1,0,1,0,1,5
0,49.0,1,1,0,0,0,1,0
5,28.0,1,1,0,0,0,1,0
0,28.0,1,1,0,0,0,1,0
0,21.0,1,1,0,0,0,1,0
0,34.0,0,0,0,0,0,1,5
0,27.0,1,1,0,0,0,1,0
20,36.0,1,1,0,0,0,1,5
0,27.0,1,1,0,0,0,1,0
0,18.0,0,0,1,0,0,0,0
0,26.0,0,0,0,0,1,1,0
0,33.0,0,0,0,0,0,1,0
0,31.0,1,1,0,0,1,1,5
0,31.0,1,1,0,0,1,1,0
0,18.0,1,1,0,0,1,1,3
0,46.0,0,0,0,0,1,0,0
0,42.0,1,1,0,1,1,1,5
0,27.0,0,0,0,0,1,1,0
0,24.0,1,1,0,0,1,1,5
0,18.0,0,0,0,0,1,0,5
0,41.0,1,1,0,0,0,1,5
4,30.0,1,1,0,1,0,1,5
4,32.0,1,1,0,0,0,1,5
4,36.0,0,0,0,0,0,1,5
0,23.0,1,1,0,0,0,1,5
4,36.0,0,0,0,0,0,1,5
4,27.0,1,1,0,0,0,1,0
0,43.0,1,1,0,0,1,1,0
4,56.0,0,0,0,0,0,1,0
4,23.0,1,1,0,0,1,1,0
4,32.0,1,1,0,0,1,0,2
4,26.0,0,0,0,0,1,1,0
0,27.0,1,1,0,0,1,1,0
4,31.0,0,0,0,1,1,1,0
4,48.0,1,1,0,0,1,1,0
20,37.0,0,0,0,0,0,1,0
1,29.0,1,1,0,0,0,1,0
20,21.0,0,0,0,1,0,1,5
16,20.0,1,1,1,0,1,1,0
17,24.0,0,0,0,0,0,1,0
20,24.0,1,1,0,0,0,1,0
6,26.0,1,1,0,0,0,1,0
21,37.0,0,0,0,0,0,1,0
2,33.0,0,0,0,1,0,1,0
0,48.0,1,1,0,1,0,1,5
16,33.0,1,1,0,0,0,1,3
4,35.0,1,1,0,1,0,1,0
9,32.0,1,1,0,0,0,1,5
18,46.0,1,1,0,0,0,1,0
0,26.0,1,1,0,1,0,1,0
4,39.0,1,1,0,1,0,1,0
23,33.0,1,1,0,1,0,1,0
0,22.0,1,1,0,1,0,1,5
0,36.0,1,1,0,0,0,1,0
4,44.0,1,1,0,0,1,1,0
4,25.0,1,1,0,0,0,1,0
12,35.0,1,1,0,0,0,1,5
4,24.0,1,1,0,1,0,1,5
0,40.0,0,0,0,0,0,1,5
12,36.0,0,0,0,1,0,1,5
6,63.0,0,0,0,0,0,1,2
0,40.0,1,1,0,1,1,1,0
20,26.0,1,1,0,0,0,1,0
16,30.0,1,1,0,0,0,1,0
0,48.0,1,1,0,1,0,1,5
20,39.0,0,0,0,1,0,1,0
0,33.0,1,1,0,1,1,1,0
12,30.0,1,1,1,0,0,1,0
20,31.0,1,1,1,1,0,1,5
0,23.0,0,0,0,1,0,1,0
0,20.0,1,1,0,1,0,1,5
0,49.0,0,0,0,0,0,1,0
6,22.0,0,0,0,0,0,1,0
0,30.0,1,1,0,0,0,1,5
16,35.0,1,1,0,0,0,1,0
0,44.0,1,1,0,0,0,1,0
20,43.0,1,1,0,1,0,1,0
0,25.0,1,1,0,1,1,1,4
0,22.0,1,1,0,0,1,1,0
0,56.0,1,1,0,1,1,1,5
0,61.0,0,0,0,0,0,1,5
0,45.0,1,1,0,0,0,0,0
0,25.0,0,0,0,0,0,0,5
0,22.0,1,1,0,0,0,1,0
0,32.0,1,1,0,1,1,1,5
0,61.0,0,0,0,0,1,1,0
0,28.0,1,1,0,1,1,1,5
0,46.0,0,0,0,0,1,1,0
0,62.0,0,0,0,1,1,1,3
0,47.0,0,0,0,0,1,0,2
0,25.0,1,1,0,0,1,1,0
0,31.0,1,1,1,1,1,1,0
0,38.0,1,1,0,1,0,1,5
4,30.0,1,1,0,1,0,1,5
4,38.0,0,0,0,1,1,1,5
4,29.0,1,1,0,0,0,1,0
4,26.0,0,0,0,1,0,1,5
4,53.0,0,0,0,1,1,1,5
4,41.0,1,1,0,0,0,1,5
4,57.0,0,0,0,0,1,1,0
4,32.0,0,0,0,0,1,1,0
4,33.0,1,1,0,1,1,1,0
4,23.0,1,1,0,0,0,1,5
0,44.0,1,1,0,0,0,1,0
4,20.0,0,0,0,0,1,1,0
4,53.0,0,0,0,1,0,1,5
0,42.0,1,1,0,0,0,1,0
0,43.0,1,1,0,0,0,1,5
0,54.0,0,0,0,1,1,1,0
6,39.0,1,1,0,0,1,1,5
12,36.0,1,1,0,1,1,1,5
6,29.0,1,1,0,0,0,1,5
20,30.0,1,1,0,0,0,1,5
0,29.0,1,1,0,1,0,1,5
12,35.0,1,1,0,1,0,1,5
0,45.0,1,1,0,0,0,1,0
0,45.0,1,1,0,1,0,1,5
12,25.0,1,1,0,1,0,1,0
0,22.0,1,1,0,0,0,1,5
12,38.0,1,1,0,1,0,1,5
12,30.0,0,0,0,0,1,0,2
0,31.0,1,1,0,0,0,1,0
12,18.0,1,1,1,0,0,1,4
12,25.0,1,1,1,1,0,1,5
4,22.0,0,0,0,0,0,1,0
8,45.0,0,0,0,0,0,1,0
6,29.0,0,0,0,0,0,1,0
23,38.0,1,1,0,0,0,1,5
16,25.0,1,1,1,1,0,1,5
0,25.0,1,1,0,1,0,1,5
16,44.0,1,1,0,1,1,1,0
7,20.0,1,1,0,0,0,1,0
0,38.0,1,1,0,0,0,1,5
0,31.0,1,1,0,0,0,1,0
6,27.0,1,1,0,1,0,1,5
6,27.0,1,1,0,0,0,1,0
6,25.0,1,1,1,1,0,1,5
0,19.0,1,1,0,0,0,1,0
0,35.0,1,1,0,0,0,1,0
20,25.0,1,1,0,0,0,1,0
3,26.0,1,1,0,0,0,1,5
0,44.0,1,1,0,0,0,1,0
12,38.0,1,1,0,0,0,1,0
0,61.0,1,1,0,1,0,1,5
0,37.0,1,1,0,0,0,1,5
0,26.0,1,1,0,0,0,0,5
0,40.0,1,1,0,1,0,1,5
0,52.0,1,1,0,0,1,1,5
0,34.0,1,1,0,0,1,1,5
0,33.0,1,1,0,0,1,1,5
0,16.0,1,1,0,1,1,1,5
0,34.0,0,0,0,0,1,1,0
0,24.0,0,0,0,0,1,1,5
0,24.0,1,1,0,0,1,1,5
0,40.0,1,1,0,0,1,1,0
0,53.0,1,1,0,1,1,1,0
0,39.0,0,0,0,1,1,1,0
0,44.0,1,1,0,1,1,1,0
0,64.0,0,0,0,0,1,1,0
0,39.0,1,1,1,1,1,1,0
0,48.0,1,1,0,1,1,0,0
0,32.0,0,0,0,1,1,1,5
0,50.0,0,0,0,1,1,1,3
0,30.0,1,1,0,0,0,1,5
0,48.0,1,1,1,0,0,1,5
4,32.0,0,0,1,0,0,0,2
4,35.0,1,1,0,1,0,1,0
4,61.0,1,1,0,1,0,1,5
4,28.0,0,0,0,0,1,1,0
4,39.0,0,0,0,1,0,1,0
4,58.0,0,0,0,0,1,0,0
4,16.0,0,0,1,0,0,0,2
4,28.0,0,0,0,0,0,1,0
4,55.0,0,0,0,0,1,1,3
4,40.0,1,1,0,0,1,1,0
4,60.0,0,0,0,1,0,1,5
21,39.0,1,1,0,1,0,1,0
0,40.0,1,1,0,1,1,1,0
0,32.0,1,1,0,0,0,1,5
18,48.0,1,1,0,0,1,1,0
0,33.0,1,1,0,1,0,1,5
12,41.0,1,1,0,0,0,1,0
4,42.0,0,0,0,0,0,1,5
6,34.0,1,1,0,0,0,1,0
0,19.0,1,1,0,1,0,1,5
0,40.0,1,1,1,1,0,1,5
13,29.0,1,1,0,1,0,1,0
12,25.0,1,1,0,0,0,1,0
0,27.0,1,1,1,0,0,1,0
0,26.0,0,0,0,0,0,1,0
12,33.0,1,1,0,0,0,1,0
0,43.0,1,1,1,1,0,1,5
6,46.0,1,1,0,1,0,1,5
0,36.0,0,0,0,0,0,0,2
20,26.0,1,1,0,0,0,1,0
7,30.0,1,1,0,1,0,1,5
0,43.0,0,0,0,0,0,1,5
0,20.0,1,1,0,0,0,1,0
0,22.0,1,1,0,1,0,1,5
9,35.0,1,1,0,1,1,1,0
0,53.0,0,0,0,0,0,1,0
12,32.0,1,1,0,0,0,1,0
20,22.0,1,1,0,0,0,1,5
0,28.0,1,1,0,1,0,1,5
0,46.0,1,1,1,1,0,1,0
20,24.0,1,1,0,0,0,1,5
0,40.0,1,1,0,1,0,1,5
0,28.0,1,1,0,0,1,1,0
0,46.0,1,1,0,0,1,1,0
0,27.0,1,1,0,0,1,1,5
0,37.0,1,1,0,1,0,1,5
0,31.0,1,1,0,0,0,1,5
0,30.0,1,1,0,0,0,1,0
0,42.0,1,1,0,0,1,1,5
0,22.0,1,1,0,1,1,1,0
0,33.0,0,0,0,0,1,0,0
0,37.0,0,0,0,0,1,1,0
0,21.0,1,1,0,1,1,1,4
0,27.0,1,1,0,1,1,1,0
0,24.0,1,1,0,0,1,1,5
4,43.0,1,1,1,0,0,1,0
4,55.0,0,0,0,0,0,1,0
0,47.0,0,0,1,0,0,1,2
0,52.0,0,0,0,0,0,1,5
0,60.0,1,1,0,0,0,1,5
0,24.0,1,1,1,0,0,0,4
4,61.0,0,0,0,1,0,1,5
4,39.0,0,0,0,0,0,1,5
4,38.0,1,1,0,0,0,1,0
6,21.0,1,1,0,1,0,1,5
6,21.0,0,0,0,1,0,1,5
21,27.0,1,1,0,1,0,1,0
0,29.0,1,1,0,1,0,1,0
0,39.0,1,1,0,1,0,1,0
0,13.0,0,0,1,0,1,0,2
4,39.0,1,1,0,1,0,1,5
0,27.0,1,1,0,1,0,1,5
23,42.0,1,1,1,1,0,1,5
20,20.0,1,1,0,0,1,1,0
0,48.0,1,1,0,1,0,1,0
21,20.0,1,1,0,0,0,1,5
0,35.0,1,1,0,1,1,1,5
23,48.0,0,0,0,1,1,1,0
9,31.0,1,1,0,1,1,1,5
23,20.0,1,1,0,0,0,1,5
0,28.0,0,0,0,0,0,1,0
9,27.0,1,1,0,0,0,1,0
0,43.0,1,1,1,1,0,1,5
13,63.0,1,1,1,1,1,1,5
20,40.0,0,0,0,1,0,1,0
12,38.0,1,1,0,0,0,1,0
0,41.0,0,0,0,1,0,1,0
6,30.0,1,1,0,1,0,1,0
0,27.0,0,0,0,0,0,1,0
12,33.0,0,0,0,0,0,1,0
5,41.0,1,1,0,0,0,1,5
7,44.0,1,1,0,1,0,1,5
0,25.0,0,0,0,0,0,1,0
18,28.0,1,1,0,0,0,1,5
0,34.0,1,1,0,0,0,1,5
20,21.0,1,1,0,1,0,1,0
20,33.0,0,0,0,1,0,1,0
12,18.0,1,1,0,0,0,1,0
2,23.0,1,1,0,0,0,1,0
0,32.0,0,0,0,0,0,1,5
0,24.0,1,1,0,1,0,1,0
0,45.0,1,1,0,1,0,1,0
15,47.0,0,0,0,0,0,1,0
0,25.0,0,0,0,0,1,1,0
9,46.0,0,0,0,1,0,1,5
17,29.0,1,1,0,1,0,1,5
0,25.0,1,1,0,0,0,1,0
6,36.0,0,0,1,0,0,1,4
0,21.0,0,0,1,0,0,1,2
2,24.0,1,1,0,0,0,1,0
12,42.0,1,1,0,1,0,1,5
0,25.0,0,0,0,0,0,1,0
20,32.0,1,1,0,1,0,1,0
15,48.0,1,1,1,1,0,1,5
0,25.0,1,1,0,0,0,1,5
0,18.0,1,1,0,0,0,1,0
23,45.0,0,0,0,1,0,1,5
0,21.0,1,1,0,0,0,1,3
0,43.0,1,1,0,0,0,1,5
21,35.0,1,1,0,0,0,1,0
0,59.0,1,1,0,0,1,1,0
0,47.0,0,0,1,1,1,1,0
0,42.0,1,1,0,0,1,1,0
0,61.0,0,0,0,0,1,0,5
0,24.0,0,0,0,0,1,1,4
0,20.0,0,0,1,0,1,0,6
0,50.0,0,0,0,0,1,0,2
0,59.0,1,1,0,1,1,1,3
0,47.0,1,1,0,0,1,1,0
0,41.0,0,0,0,1,1,0,0
0,38.0,1,1,0,0,1,1,0
0,41.0,1,1,1,1,1,1,0
0,16.0,1,1,0,0,0,0,5
0,44.0,1,1,1,1,1,1,0
0,44.0,1,1,0,1,1,0,0
0,25.0,1,1,0,1,1,1,0
0,33.0,0,0,0,1,0,0,5
0,38.0,1,1,1,1,0,0,5
4,39.0,0,0,0,0,0,1,0
4,40.0,0,0,0,1,0,1,0
0,57.0,1,1,0,1,0,1,5
4,59.0,1,1,0,0,0,1,0
0,39.0,1,1,0,0,1,1,5
4,37.0,1,1,1,1,0,1,0
4,42.0,1,1,1,0,0,1,0
4,63.0,0,0,0,0,0,1,5
4,26.0,1,1,0,0,1,1,0
0,32.0,1,1,0,1,0,1,5
4,18.0,1,1,0,0,1,1,5
0,31.0,1,1,0,1,0,1,0
0,27.0,1,1,0,1,0,1,4
4,22.0,0,0,1,0,0,0,0
0,38.0,0,0,0,1,0,1,0
4,19.0,1,1,0,1,1,1,0
0,30.0,0,0,0,0,0,1,5
4,28.0,1,1,1,0,0,1,5
0,42.0,1,1,0,0,0,1,0
18,42.0,0,0,0,0,0,1,0
0,29.0,1,1,0,1,0,1,5
0,26.0,1,1,0,0,0,1,5
4,22.0,1,1,0,0,0,1,0
6,33.0,0,0,0,0,0,1,0
6,46.0,1,1,0,1,0,1,5
0,41.0,1,1,0,1,0,1,0
0,44.0,1,1,1,0,0,0,2
0,22.0,1,1,0,0,0,1,5
4,40.0,1,1,0,1,0,1,5
