prov_persona_en_situacion_violencia,edad_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,vinculo_con_la_persona_agresora
0,40.0,1,1,0,1,1,1,0
0,26.0,1,1,0,0,1,1,0
0,39.0,1,1,1,1,1,1,0
0,22.0,1,1,0,0,0,1,0
0,24.0,0,0,0,0,1,1,5
0,27.0,0,0,0,1,0,1,0
0,31.0,1,1,0,0,0,1,5
0,48.0,0,0,0,0,1,1,5
0,44.0,1,1,0,0,1,1,0
0,29.0,0,0,0,1,1,1,0
0,43.0,0,0,0,1,0,1,0
0,38.0,1,1,0,0,1,1,0
0,31.0,1,1,1,1,1,1,0
0,21.0,0,0,0,0,1,1,5
0,29.0,1,1,1,1,1,1,5
0,30.0,0,0,0,1,1,1,0
0,22.0,0,0,0,0,1,1,4
0,32.0,0,0,1,0,1,1,0
0,45.0,1,1,0,0,0,1,0
0,32.0,1,1,0,1,0,1,0
23,39.0,1,1,0,0,0,1,0
0,31.0,1,1,0,0,0,1,0
0,24.0,1,1,0,1,1,1,0
20,26.0,1,1,0,0,1,1,5
0,47.0,1,1,0,0,0,1,0
17,37.0,1,1,0,1,0,1,0
0,21.0,1,1,0,1,0,1,0
12,31.0,1,1,0,1,0,1,0
0,6.0,1,1,1,0,0,1,4
23,24.0,1,1,0,1,0,1,0
0,38.0,1,1,0,1,0,1,0
0,22.0,0,0,0,0,0,1,0
16,32.0,1,1,0,0,0,0,0
17,24.0,0,0,0,0,0,1,0
6,28.0,0,0,0,1,0,1,5
18,18.0,0,0,0,0,0,1,0
20,34.0,1,1,0,0,0,1,5
20,31.0,0,0,0,0,0,1,0
0,34.0,1,1,0,1,1,1,5
20,52.0,1,1,0,1,0,1,0
23,33.0,1,1,0,1,1,1,0
0,31.0,1,1,0,1,0,1,5
4,45.0,0,0,0,0,1,0,2
4,51.0,0,0,0,0,0,0,2
4,36.0,0,0,0,0,1,0,2
4,32.0,1,1,0,0,1,1,5
0,27.0,1,1,1,0,1,1,0
4,21.0,1,1,0,0,0,1,0
0,33.0,1,1,0,0,0,1,0
4,41.0,0,0,0,0,1,1,5
4,12.0,0,0,1,0,0,0,2
0,34.0,0,0,1,0,0,0,2
4,24.0,1,1,0,1,0,1,0
4,33.0,0,0,0,0,1,1,2
4,47.0,1,1,0,0,1,1,5
4,30.0,1,1,0,0,0,1,0
0,33.0,1,1,1,1,1,1,0
0,34.0,1,1,1,1,1,1,0
0,37.0,1,1,0,0,1,1,0
0,49.0,1,1,0,0,1,0,2
0,58.0,0,0,0,0,0,1,0
0,26.0,1,1,0,0,0,1,0
0,32.0,0,0,1,0,1,1,0
0,20.0,0,0,0,0,0,0,2
0,33.0,1,1,0,1,1,1,5
0,21.0,0,0,0,0,1,1,0
0,47.0,1,1,0,1,0,1,0
14,42.0,1,1,0,0,0,1,0
0,42.0,0,0,0,0,0,1,0
0,27.0,1,1,0,0,0,1,0
17,19.0,0,0,0,0,1,1,0
0,25.0,1,1,1,1,0,1,5
13,30.0,1,1,0,1,1,1,5
12,22.0,0,0,0,1,1,1,0
20,42.0,0,0,0,1,0,1,5
19,36.0,0,0,0,0,0,1,0
6,27.0,0,0,1,1,0,1,5
6,26.0,1,1,0,1,0,1,5
7,55.0,1,1,0,0,0,1,0
0,31.0,1,1,0,0,0,0,2
23,27.0,0,0,0,1,0,1,5
13,40.0,1,1,0,1,0,1,0
17,46.0,1,1,0,0,0,1,5
0,43.0,1,1,0,1,0,1,5
18,30.0,1,1,0,0,0,1,0
11,27.0,0,0,0,0,0,1,5
0,33.0,1,1,0,1,0,1,0
4,37.0,0,0,0,0,0,1,0
4,28.0,1,1,0,1,1,1,5
4,49.0,1,1,0,1,0,1,5
0,30.0,0,0,0,0,0,1,0
0,48.0,0,0,0,1,1,1,5
0,57.0,0,0,0,0,0,1,0
0,20.0,1,1,1,1,1,1,0
0,37.0,1,1,1,0,0,1,0
0,33.0,1,1,1,1,1,1,5
0,50.0,1,1,0,1,1,1,5
0,46.0,1,1,1,1,1,1,5
0,32.0,1,1,0,1,0,1,5
0,64.0,0,0,0,0,0,1,0
0,20.0,1,1,0,0,1,1,5
0,52.0,1,1,0,1,1,1,0
0,32.0,1,1,0,1,1,1,5
0,44.0,1,1,0,0,0,1,5
0,37.0,0,0,0,1,1,1,5
23,31.0,1,1,0,1,1,1,0
12,23.0,1,1,0,1,0,1,5
20,24.0,1,1,1,1,0,1,5
12,27.0,1,1,0,1,1,1,0
0,32.0,1,1,0,0,0,1,2
20,18.0,1,1,0,0,0,1,3
0,34.0,0,0,0,0,1,1,5
23,18.0,1,1,0,0,0,1,0
23,25.0,1,1,0,1,0,1,0
18,25.0,1,1,0,0,0,1,0
0,40.0,1,1,0,1,1,1,0
0,18.0,1,1,0,1,0,1,0
16,39.0,1,1,0,1,1,1,0
17,30.0,1,1,0,1,0,1,0
20,45.0,1,1,0,1,0,1,5
20,22.0,1,1,0,0,0,1,5
20,49.0,1,1,0,1,0,1,5
6,29.0,0,0,0,0,0,1,0
0,59.0,1,1,0,0,0,1,0
0,30.0,1,1,0,1,0,1,0
0,17.0,1,1,0,0,0,1,4
16,36.0,0,0,0,1,0,1,0
2,23.0,1,1,0,0,0,1,0
0,25.0,1,1,1,1,1,1,0
4,20.0,1,1,0,0,1,1,0
21,26.0,1,1,0,1,0,1,0
20,19.0,1,1,0,0,0,1,0
23,34.0,1,1,0,1,0,1,0
20,35.0,0,0,0,0,0,1,0
12,32.0,0,0,0,0,0,1,0
0,39.0,1,1,1,1,0,1,5
6,23.0,0,0,0,0,0,1,5
0,17.0,1,1,1,0,0,1,2
0,28.0,1,1,1,0,0,0,6
4,18.0,0,0,0,0,0,1,0
4,23.0,1,1,0,0,0,1,5
4,29.0,0,0,0,0,0,1,0
4,43.0,0,0,1,1,0,1,0
0,35.0,0,0,0,1,0,1,0
0,32.0,1,1,0,1,1,1,5
0,29.0,1,1,1,1,1,1,0
0,52.0,1,1,0,1,1,1,5
0,25.0,0,0,0,1,1,1,5
0,33.0,1,1,0,0,0,1,0
0,34.0,1,1,0,0,0,1,5
23,29.0,1,1,0,1,1,1,0
9,38.0,1,1,1,0,0,1,0
5,37.0,1,1,0,1,1,1,5
0,31.0,1,1,0,0,0,1,5
9,38.0,1,1,0,1,1,1,5
3,42.0,0,0,0,0,0,1,5
20,48.0,0,0,0,0,0,1,0
0,44.0,1,1,1,0,0,1,0
0,42.0,1,1,0,0,0,0,2
23,27.0,1,1,0,0,0,1,0
0,46.0,1,1,0,0,0,1,3
0,35.0,1,1,0,1,0,1,5
0,25.0,0,0,0,0,1,1,5
0,28.0,1,1,1,1,0,1,5
0,33.0,0,0,0,0,0,1,0
23,21.0,1,1,1,1,1,1,0
16,23.0,1,1,0,0,0,1,0
0,24.0,1,1,0,0,1,1,5
20,27.0,0,0,0,0,1,1,0
0,42.0,1,1,0,0,0,1,5
0,25.0,1,1,0,0,1,1,0
0,37.0,1,1,1,0,0,1,5
0,50.0,1,1,1,1,0,1,0
0,32.0,1,1,0,1,0,1,0
0,26.0,1,1,0,1,0,1,4
16,53.0,1,1,0,1,0,1,5
20,43.0,1,1,1,1,0,1,0
7,27.0,1,1,0,0,0,1,5
12,31.0,0,0,0,1,0,1,5
0,59.0,1,1,0,1,0,1,5
6,41.0,1,1,0,1,0,1,0
4,60.0,1,1,0,0,0,1,0
4,44.0,1,1,0,0,0,1,5
4,31.0,1,1,0,0,0,1,0
0,31.0,1,1,0,0,1,1,5
4,17.0,0,0,1,0,0,1,2
4,15.0,0,0,1,0,0,0,2
4,45.0,1,1,0,0,0,1,0
4,44.0,1,1,0,0,1,1,5
4,22.0,1,1,0,0,0,1,5
0,46.0,0,0,0,1,1,1,0
0,58.0,1,1,1,1,1,1,5
0,21.0,1,1,0,1,1,1,0
0,45.0,1,1,1,1,1,1,5
0,38.0,0,0,0,1,1,1,5
0,20.0,1,1,0,1,1,1,0
0,47.0,1,1,0,1,1,1,5
0,38.0,0,0,0,0,1,1,0
0,28.0,1,1,0,1,1,1,0
0,28.0,1,1,0,0,1,1,0
0,25.0,1,1,0,1,0,1,0
0,39.0,1,1,0,0,0,1,0
0,25.0,1,1,0,1,1,1,0
0,48.0,1,1,0,0,1,1,5
0,32.0,0,0,0,0,1,1,0
0,47.0,0,0,0,1,1,1,0
0,34.0,1,1,1,0,0,1,0
0,23.0,0,0,0,0,1,1,5
0,53.0,1,1,0,0,1,1,0
20,43.0,1,1,0,0,0,1,5
0,39.0,1,1,0,1,0,1,0
0,32.0,1,1,0,1,0,1,0
12,20.0,1,1,0,1,0,1,5
18,46.0,1,1,0,1,1,1,0
4,60.0,1,1,0,0,0,1,0
6,63.0,1,1,0,0,0,1,0
18,24.0,1,1,1,0,0,1,5
20,25.0,0,0,0,1,0,1,0
0,44.0,0,0,0,0,1,1,0
2,59.0,1,1,0,0,0,1,0
0,30.0,0,0,0,0,0,1,0
0,30.0,1,1,0,0,0,1,0
0,50.0,0,0,0,0,0,1,5
23,23.0,1,1,0,1,0,1,0
20,48.0,0,0,1,1,0,1,5
6,40.0,1,1,0,0,0,1,5
20,33.0,1,1,1,0,0,1,5
0,30.0,1,1,0,0,0,1,0
12,20.0,1,1,0,0,0,1,5
12,42.0,1,1,0,0,0,1,0
4,33.0,1,1,0,0,1,1,5
4,26.0,1,1,0,1,0,1,0
4,29.0,0,0,0,0,1,1,0
4,35.0,0,0,0,0,0,1,5
4,25.0,1,1,0,0,1,1,0
4,30.0,1,1,0,0,1,1,5
4,26.0,1,1,0,0,0,1,0
4,41.0,0,0,0,0,0,1,0
0,52.0,0,0,0,1,0,1,0
4,28.0,1,1,0,0,0,1,0
0,45.0,0,0,0,0,1,1,0
0,28.0,0,0,0,0,1,1,0
0,20.0,1,1,0,1,0,1,0
0,46.0,1,1,0,0,1,1,0
0,45.0,1,1,1,1,1,1,5
0,44.0,1,1,1,1,1,1,5
0,28.0,0,0,0,1,0,1,0
0,24.0,1,1,0,0,0,1,0
0,35.0,1,1,0,1,1,1,0
0,49.0,1,1,0,0,0,1,0
0,32.0,1,1,0,0,0,1,0
0,34.0,1,1,0,0,1,1,0
0,23.0,0,0,0,0,0,1,5
0,18.0,1,1,0,0,0,1,0
16,29.0,1,1,0,0,0,1,0
20,29.0,1,1,0,0,0,1,5
14,50.0,1,1,0,0,0,0,2
0,57.0,1,1,0,0,0,1,0
4,36.0,1,1,0,1,0,1,0
23,31.0,1,1,0,0,0,1,0
18,26.0,0,0,0,0,1,0,2
14,39.0,0,0,0,1,0,1,0
0,27.0,1,1,1,1,0,1,0
10,52.0,0,0,0,1,0,1,5
0,41.0,1,1,0,1,0,1,0
12,49.0,1,1,0,0,0,1,0
20,60.0,0,0,0,0,0,1,5
14,44.0,0,0,0,0,0,1,0
0,26.0,1,1,0,1,0,1,5
0,46.0,1,1,0,1,1,1,5
14,33.0,1,1,1,0,1,1,0
9,29.0,1,1,1,0,1,1,2
20,15.0,1,1,1,0,0,0,2
0,33.0,1,1,0,0,0,1,0
0,40.0,1,1,0,0,0,1,0
0,31.0,1,1,0,0,0,1,5
13,24.0,0,0,0,0,0,1,5
4,57.0,0,0,0,0,0,1,0
4,28.0,0,0,0,1,1,1,0
4,23.0,1,1,0,0,1,1,0
4,57.0,1,1,0,1,1,1,3
4,63.0,0,0,1,0,0,0,4
4,30.0,1,1,0,0,1,1,5
4,28.0,1,1,0,0,1,1,5
4,27.0,0,0,1,0,0,0,2
0,48.0,0,0,0,0,0,1,5
4,32.0,1,1,0,0,1,1,0
4,53.0,0,0,0,1,0,1,5
4,39.0,1,1,0,0,0,1,0
0,31.0,0,0,1,0,1,0,2
4,43.0,0,0,0,0,1,1,0
0,28.0,1,1,0,0,1,1,5
0,29.0,1,1,0,1,1,1,5
0,42.0,0,0,0,0,1,1,0
0,34.0,1,1,0,1,1,1,0
0,33.0,0,0,0,1,1,1,5
0,18.0,1,1,0,0,1,1,0
0,34.0,0,0,0,0,0,1,0
0,23.0,1,1,0,0,1,1,5
0,41.0,0,0,0,1,1,1,0
0,23.0,1,1,0,0,0,1,0
0,25.0,1,1,1,0,1,1,5
0,22.0,1,1,0,0,1,1,0
0,37.0,1,1,0,1,1,1,5
0,43.0,0,0,0,1,1,1,0
0,34.0,1,1,1,0,0,1,5
0,22.0,1,1,0,0,0,1,5
7,32.0,1,1,1,0,0,1,0
20,30.0,0,0,0,1,0,1,0
8,22.0,1,1,0,1,1,1,5
6,18.0,0,0,0,0,0,1,5
0,19.0,1,1,0,1,0,1,3
9,30.0,1,1,0,0,0,1,5
0,40.0,1,1,1,1,0,1,0
23,34.0,0,0,0,1,1,1,0
23,27.0,1,1,0,1,0,1,5
0,26.0,1,1,0,1,0,1,0
6,40.0,1,1,0,1,0,1,5
9,25.0,1,1,0,0,1,1,0
0,39.0,0,0,0,0,0,1,0
20,38.0,1,1,0,0,1,1,5
4,37.0,0,0,0,1,0,1,5
18,36.0,0,0,0,1,1,1,0
0,32.0,1,1,1,1,0,1,5
12,45.0,1,1,0,1,0,1,5
0,38.0,0,0,0,1,0,1,0
4,38.0,1,1,0,0,0,1,5
0,32.0,1,1,0,1,0,1,0
20,47.0,0,0,0,0,0,1,2
0,22.0,1,1,0,1,0,1,0
0,31.0,0,0,0,1,0,1,0
0,43.0,0,0,0,0,0,1,0
0,40.0,0,0,0,1,1,1,5
0,41.0,1,1,0,1,0,1,5
9,29.0,1,1,0,0,0,1,0
4,38.0,1,1,0,0,0,1,0
4,40.0,0,0,0,1,1,1,0
4,57.0,1,1,0,0,0,1,5
4,23.0,0,0,0,1,1,1,0
4,51.0,0,0,0,0,1,1,0
4,50.0,1,1,0,0,1,0,2
4,24.0,1,1,1,0,0,1,5
0,17.0,0,0,1,0,0,0,2
4,52.0,1,1,0,1,1,1,5
0,31.0,1,1,0,0,0,1,5
4,30.0,1,1,1,1,1,1,5
4,51.0,0,0,0,1,0,1,5
0,28.0,1,1,1,0,1,1,5
0,23.0,1,1,0,1,1,1,0
0,18.0,1,1,0,0,1,1,0
0,52.0,1,1,0,1,1,1,5
0,60.0,1,1,0,0,1,1,3
0,39.0,0,0,0,1,1,1,5
0,29.0,1,1,0,1,1,1,0
0,28.0,1,1,1,1,1,1,0
0,21.0,1,1,0,0,1,1,3
0,63.0,0,0,1,1,1,0,2
0,44.0,1,1,0,0,0,1,0
0,21.0,1,1,0,0,1,1,4
0,33.0,1,1,0,1,1,1,5
0,47.0,0,0,0,0,0,1,0
0,25.0,1,1,0,0,1,1,5
0,29.0,0,0,0,0,0,1,0
0,46.0,1,1,0,1,1,1,5
0,21.0,0,0,0,1,1,1,5
0,26.0,1,1,0,0,0,1,0
2,33.0,1,1,0,1,0,1,0
14,23.0,1,1,0,0,0,1,0
0,27.0,1,1,0,0,0,1,5
12,30.0,1,1,0,0,0,1,5
0,45.0,0,0,0,0,1,0,2
0,33.0,1,1,0,1,0,1,0
0,41.0,0,0,0,1,0,1,0
4,47.0,0,0,1,1,1,1,5
6,35.0,0,0,0,1,0,1,0
20,30.0,1,1,0,0,1,1,0
20,26.0,1,1,0,1,0,1,0
0,23.0,1,1,0,1,1,1,0
0,37.0,0,0,0,0,0,1,0
0,34.0,0,0,0,0,0,1,5
4,39.0,0,0,0,0,0,1,0
0,19.0,1,1,1,1,0,1,0
0,30.0,0,0,0,1,0,1,0
0,28.0,1,1,1,1,1,1,2
4,38.0,0,0,0,1,0,1,0
4,40.0,1,1,0,1,1,1,0
4,17.0,1,1,0,0,0,1,0
4,45.0,0,0,0,1,1,1,0
4,17.0,1,1,0,0,1,1,0
0,27.0,0,0,0,0,1,1,0
4,38.0,0,0,1,0,1,1,0
4,39.0,0,0,0,0,0,1,0
4,33.0,1,1,0,0,0,1,5
0,43.0,1,1,1,0,1,0,2
0,39.0,1,1,0,1,1,1,5
0,22.0,0,0,1,0,0,1,3
0,20.0,0,0,0,1,0,1,0
0,30.0,1,1,0,0,0,1,3
0,25.0,0,0,1,0,0,0,2
0,24.0,1,1,0,0,1,1,4
0,20.0,1,1,0,0,1,1,5
0,43.0,0,0,0,0,1,0,6
0,46.0,0,0,0,0,1,1,0
2,28.0,1,1,0,1,0,1,0
21,40.0,1,1,0,0,0,1,0
23,45.0,1,1,0,1,1,1,0
0,38.0,1,1,0,0,0,1,0
0,43.0,1,1,0,0,0,1,5
2,39.0,0,0,0,1,0,1,0
0,29.0,1,1,0,1,0,1,5
23,30.0,0,0,0,1,0,1,0
3,25.0,1,1,0,0,0,1,0
16,30.0,1,1,0,1,0,1,5
6,24.0,0,0,0,1,0,1,5
0,30.0,1,1,0,0,0,1,0
12,23.0,1,1,0,1,0,1,0
14,26.0,0,0,0,1,0,1,0
6,27.0,1,1,0,1,1,1,0
9,43.0,1,1,0,0,0,1,5
6,33.0,1,1,0,0,0,1,5
2,37.0,0,0,0,1,0,1,0
4,27.0,0,0,0,0,0,0,2
4,32.0,1,1,0,0,0,1,2
4,28.0,0,0,0,1,0,1,0
4,22.0,1,1,0,1,0,1,5
4,43.0,0,0,0,1,0,1,0
4,37.0,0,0,0,0,0,1,0
4,42.0,1,1,0,1,0,1,5
4,26.0,0,0,0,1,0,1,0
0,28.0,0,0,0,1,0,1,5
0,33.0,1,1,1,1,1,1,0
0,48.0,0,0,0,0,0,1,0
0,27.0,1,1,0,0,0,1,5
0,25.0,0,0,0,0,1,0,2
0,58.0,1,1,1,1,1,1,5
0,19.0,1,1,1,0,1,1,0
0,40.0,0,0,0,0,0,1,5
0,34.0,1,1,1,1,1,1,5
0,22.0,0,0,0,0,1,1,4
0,21.0,1,1,0,0,0,1,5
16,42.0,1,1,0,0,0,1,5
9,29.0,1,1,0,0,0,1,5
20,44.0,1,1,0,1,0,1,5
7,38.0,1,1,0,1,0,1,5
17,33.0,1,1,0,0,0,1,0
0,38.0,1,1,0,1,0,1,5
0,26.0,1,1,0,1,0,1,0
18,31.0,1,1,0,1,0,1,5
0,63.0,1,1,0,0,0,1,5
0,39.0,1,1,0,0,1,1,5
12,21.0,0,0,0,0,1,0,2
18,30.0,1,1,0,0,0,1,0
4,36.0,1,1,0,0,0,1,5
0,35.0,1,1,0,1,1,1,5
20,22.0,1,1,1,0,0,1,0
4,39.0,1,1,1,1,0,1,5
6,19.0,0,0,1,0,0,0,2
0,37.0,1,1,0,0,0,1,5
20,32.0,1,1,1,0,1,1,5
20,43.0,1,1,0,1,0,1,0
14,25.0,1,1,0,0,0,1,5
0,31.0,1,1,0,0,1,1,0
17,30.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,1,2
0,47.0,1,1,0,0,1,1,5
2,23.0,1,1,0,0,0,1,5
9,38.0,1,1,0,0,0,1,5
9,45.0,1,1,0,0,0,1,0
0,30.0,0,0,0,0,0,1,5
0,35.0,1,1,0,1,0,1,0
6,36.0,1,1,0,1,0,1,0
4,47.0,1,1,0,0,0,1,5
4,21.0,1,1,0,0,0,1,0
0,28.0,1,1,0,1,1,1,5
0,40.0,1,1,0,1,1,1,5
0,20.0,0,0,1,1,1,1,3
0,35.0,1,1,0,0,1,1,5
0,23.0,1,1,1,0,1,1,5
0,28.0,1,1,1,1,1,1,5
0,38.0,0,0,0,0,1,1,5
0,32.0,1,1,0,0,0,1,5
0,46.0,1,1,0,1,1,1,0
0,29.0,1,1,1,0,0,1,5
0,21.0,1,1,0,0,0,1,5
0,33.0,1,1,0,1,0,1,5
23,33.0,0,0,0,1,1,1,0
20,36.0,1,1,0,0,0,1,0
0,30.0,1,1,0,1,0,1,5
20,41.0,1,1,0,1,0,1,5
2,28.0,1,1,0,0,0,1,0
5,37.0,1,1,0,0,0,1,5
18,32.0,1,1,0,0,0,1,5
12,21.0,1,1,0,1,0,1,5
23,30.0,0,0,0,0,0,1,0
0,23.0,1,1,0,1,0,1,0
16,27.0,1,1,0,1,0,1,5
0,43.0,1,1,0,1,1,1,5
0,21.0,1,1,0,0,1,1,0
0,32.0,1,1,0,0,0,1,0
0,36.0,1,1,0,0,0,1,5
20,37.0,0,0,0,1,0,1,0
23,44.0,1,1,0,1,1,1,0
0,30.0,1,1,0,0,0,1,0
0,39.0,0,0,0,1,0,1,0
21,57.0,0,0,0,1,0,1,0
0,24.0,0,0,0,1,1,1,0
0,38.0,0,0,0,1,0,1,0
0,21.0,1,1,0,0,0,1,5
0,36.0,1,1,0,0,0,1,0
12,36.0,0,0,0,1,0,1,5
0,28.0,0,0,0,0,1,1,0
20,26.0,1,1,0,1,0,1,0
0,19.0,1,1,1,1,0,1,4
0,37.0,0,0,0,0,0,1,0
0,26.0,1,1,0,0,0,1,5
9,45.0,0,0,0,1,0,1,0
0,42.0,0,0,0,1,0,1,0
12,33.0,1,1,1,0,0,1,0
8,26.0,1,1,0,1,0,1,0
12,19.0,1,1,0,1,0,1,0
0,31.0,1,1,0,1,0,1,5
0,26.0,1,1,0,1,0,1,0
23,41.0,1,1,0,0,0,1,0
4,25.0,1,1,0,0,0,1,5
4,33.0,0,0,0,0,0,0,2
4,48.0,1,1,0,1,1,1,5
4,25.0,0,0,0,0,1,1,5
4,28.0,1,1,0,1,1,1,5
4,48.0,1,1,0,0,1,1,5
4,43.0,0,0,0,0,0,0,2
4,48.0,1,1,0,0,1,1,0
4,41.0,1,1,0,0,1,1,5
4,36.0,1,1,0,0,1,1,0
4,34.0,1,1,0,1,0,1,0
4,26.0,0,0,0,1,1,1,0
4,47.0,1,1,0,0,0,1,0
4,45.0,0,0,0,0,1,1,5
4,48.0,0,0,0,0,0,1,4
4,29.0,0,0,0,0,0,1,0
0,39.0,1,1,0,1,1,1,0
0,19.0,1,1,0,0,1,1,0
0,25.0,1,1,0,0,0,1,5
0,35.0,1,1,0,0,1,1,0
0,26.0,0,0,0,1,0,1,0
0,29.0,1,1,0,1,1,1,0
0,44.0,1,1,1,0,1,0,2
0,46.0,0,0,0,1,1,1,5
0,52.0,0,0,0,0,0,0,2
0,27.0,0,0,1,1,0,1,5
0,37.0,1,1,0,0,1,1,5
0,34.0,0,0,0,0,1,1,0
0,45.0,1,1,0,0,0,1,5
0,36.0,0,0,0,0,0,1,0
0,25.0,1,1,1,0,0,1,0
0,62.0,1,1,0,0,1,1,5
16,47.0,1,1,0,0,0,1,5
0,30.0,1,1,0,0,0,1,5
0,44.0,1,1,0,0,0,1,0
0,42.0,1,1,0,0,1,1,0
20,18.0,1,1,1,1,0,1,5
20,34.0,1,1,0,1,0,1,0
12,24.0,1,1,1,1,0,1,0
18,40.0,1,1,0,0,1,1,0
0,38.0,0,0,0,0,0,1,2
23,18.0,1,1,0,0,0,1,0
0,38.0,1,1,0,1,0,1,0
9,39.0,1,1,0,1,0,1,0
0,26.0,1,1,0,0,0,1,0
12,42.0,1,1,0,1,0,1,5
0,57.0,1,1,0,0,0,1,0
0,47.0,0,0,0,0,0,1,5
23,27.0,1,1,0,0,0,1,0
17,37.0,0,0,0,0,0,1,0
12,30.0,0,0,0,0,0,1,0
0,24.0,1,1,0,1,0,1,0
0,37.0,0,0,0,0,1,1,0
0,22.0,1,1,0,0,1,1,0
0,43.0,1,1,0,0,0,1,0
5,29.0,1,1,0,0,0,1,5
22,40.0,1,1,0,0,1,1,5
0,33.0,1,1,0,0,0,1,5
23,38.0,1,1,0,0,0,1,0
0,29.0,1,1,0,0,0,1,0
9,33.0,0,0,0,1,0,1,5
15,45.0,0,0,0,0,1,1,5
4,21.0,1,1,0,1,0,1,0
4,50.0,0,0,0,0,0,0,2
4,27.0,0,0,1,0,0,0,2
0,19.0,1,1,0,0,0,1,0
4,30.0,1,1,0,0,0,1,5
4,36.0,1,1,0,0,0,1,0
4,39.0,0,0,0,0,1,1,5
0,50.0,1,1,0,0,0,1,0
0,30.0,1,1,0,1,1,1,0
0,37.0,1,1,0,0,1,1,5
0,35.0,0,0,1,0,1,0,2
0,40.0,1,1,0,1,1,1,5
0,31.0,1,1,0,1,1,1,0
0,28.0,1,1,0,0,1,1,5
0,44.0,0,0,0,1,1,1,5
0,37.0,1,1,0,1,0,1,5
0,35.0,0,0,1,0,0,1,3
0,51.0,1,1,0,1,1,1,0
12,21.0,1,1,0,0,0,1,0
0,38.0,0,0,0,1,1,1,0
0,29.0,1,1,0,1,1,1,0
2,28.0,1,1,0,1,1,1,5
0,35.0,0,0,0,0,0,1,5
0,40.0,1,1,0,1,0,1,0
23,51.0,1,1,0,1,1,1,0
0,35.0,1,1,0,0,0,1,5
5,26.0,0,0,0,1,0,1,0
6,36.0,0,0,0,0,0,1,5
0,23.0,1,1,1,0,1,1,2
20,37.0,1,1,0,0,0,1,0
0,41.0,1,1,0,0,0,1,5
0,41.0,1,1,0,1,1,1,5
21,31.0,0,0,0,0,0,1,0
23,30.0,1,1,0,0,0,1,0
8,29.0,1,1,0,1,0,1,0
0,34.0,1,1,0,0,0,1,0
4,30.0,1,1,0,0,1,1,5
0,26.0,1,1,1,1,0,1,5
4,37.0,0,0,0,0,0,1,5
4,39.0,0,0,0,0,0,1,0
4,50.0,0,0,0,0,0,0,2
0,39.0,0,0,0,0,0,1,0
0,25.0,1,1,0,0,1,1,0
0,26.0,1,1,1,0,1,0,2
0,43.0,0,0,1,0,1,0,2
0,22.0,1,1,0,1,1,1,0
0,37.0,1,1,0,0,1,1,5
0,42.0,1,1,0,0,0,1,5
0,24.0,1,1,1,0,1,1,0
0,21.0,0,0,1,1,0,1,0
0,34.0,1,1,0,1,1,1,0
0,63.0,0,0,0,0,1,0,2
0,34.0,1,1,0,1,1,1,5
0,37.0,1,1,0,1,1,1,5
0,52.0,1,1,1,1,0,1,0
0,52.0,1,1,0,1,1,1,0
0,47.0,1,1,0,1,1,1,0
0,27.0,1,1,0,0,1,1,5
0,51.0,1,1,1,1,1,1,0
0,36.0,1,1,0,0,0,1,5
0,26.0,1,1,0,0,1,1,0
0,27.0,0,0,0,1,1,1,0
0,34.0,0,0,0,1,1,1,5
0,38.0,0,0,1,0,0,1,3
0,33.0,1,1,0,1,1,1,0
0,21.0,1,1,0,0,0,1,5
0,33.0,1,1,0,1,1,1,0
0,45.0,1,1,0,0,0,1,0
0,28.0,1,1,1,1,0,1,0
0,27.0,1,1,1,1,1,0,2
20,23.0,1,1,0,0,0,1,0
23,23.0,0,0,0,0,0,1,0
12,28.0,0,0,0,0,0,1,0
6,36.0,1,1,1,1,0,1,5
0,34.0,1,1,1,1,1,1,0
0,36.0,1,1,0,1,0,0,2
0,33.0,1,1,0,1,1,1,0
5,32.0,1,1,0,1,0,1,0
12,40.0,0,0,0,0,0,1,0
0,30.0,1,1,0,0,0,1,5
0,24.0,1,1,0,0,0,1,0
0,39.0,0,0,0,0,1,1,5
4,50.0,1,1,0,0,0,1,0
4,40.0,1,1,0,1,0,1,0
4,28.0,1,1,1,0,0,1,2
4,24.0,0,0,1,1,1,0,2
4,25.0,0,0,1,1,1,0,2
0,40.0,1,1,0,0,0,1,5
4,12.0,0,0,1,0,0,0,2
4,42.0,1,1,0,0,1,1,0
0,25.0,0,0,1,0,0,0,2
4,56.0,0,0,0,0,0,1,5
4,26.0,1,1,0,0,1,1,0
4,26.0,0,0,1,0,0,0,2
4,46.0,1,1,0,0,1,1,0
4,38.0,1,1,0,0,0,1,0
13,48.0,1,1,1,0,0,1,0
0,31.0,1,1,0,1,0,1,5
20,44.0,1,1,0,1,0,1,0
20,21.0,1,1,0,0,1,1,0
6,27.0,1,1,0,1,0,1,0
17,21.0,1,1,0,0,0,1,0
3,41.0,0,0,0,0,0,1,5
0,40.0,1,1,0,1,0,1,0
0,29.0,1,1,0,0,1,1,5
0,25.0,0,0,0,0,0,1,0
4,22.0,1,1,0,0,0,1,5
