edad_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,vinculo_Ex pareja,vinculo_Madre o tutor,vinculo_Otro,vinculo_Otro familiar,vinculo_Padre o tutor,vinculo_Pareja,vinculo_Superior jerarquico
0.3559322033898305,1,1,0,0,0,1,0,0,0,0,0,1,0
0.47457627118644063,0,0,0,0,1,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,0,0,1,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,1,1,1,1,0,0,0,0,0,0
0.7966101694915254,0,0,0,1,1,1,0,0,0,0,0,1,0
0.6440677966101694,1,1,0,0,1,1,1,0,0,0,0,0,0
0.847457627118644,0,0,0,1,0,1,1,0,0,0,0,0,0
0.6949152542372882,1,1,0,0,0,1,0,0,0,0,0,1,0
0.576271186440678,1,1,0,1,0,1,0,0,0,0,0,1,0
0.4915254237288136,1,1,1,0,1,1,0,0,0,0,0,1,0
0.3050847457627119,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9152542372881356,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,1,0,1,0,0,0,0,0,1,0
0.4576271186440678,0,0,0,1,0,1,0,0,0,0,0,1,0
0.559322033898305,1,1,0,0,0,1,0,0,0,0,0,1,0
0.3898305084745763,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3559322033898305,0,0,0,1,0,1,1,0,0,0,0,0,0
0.44067796610169496,1,1,0,1,0,1,1,0,0,0,0,0,0
0.7966101694915254,0,0,0,1,0,1,0,0,0,1,0,0,0
0.728813559322034,1,1,0,0,0,1,0,0,0,0,0,1,0
0.423728813559322,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2033898305084746,1,1,0,1,1,1,0,0,0,0,0,1,0
0.288135593220339,1,1,0,1,1,1,0,0,0,0,0,1,0
0.7627118644067796,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2711864406779661,0,0,0,1,0,0,0,0,1,0,0,0,0
0.288135593220339,0,0,0,1,0,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,1,0,1,0,0,0,0,0,1,0
0.47457627118644063,1,1,0,1,0,1,1,0,0,0,0,0,0
0.5084745762711864,1,1,0,1,0,1,1,0,0,0,0,0,0
0.6101694915254238,1,1,0,1,0,1,0,0,0,0,0,1,0
0.6271186440677966,0,0,1,0,0,0,0,0,1,0,0,0,0
0.6440677966101694,0,0,0,0,0,1,1,0,0,0,0,0,0
0.728813559322034,1,1,0,0,0,1,1,0,0,0,0,0,0
0.728813559322034,1,1,0,0,0,1,1,0,0,0,0,0,0
0.8135593220338984,0,0,0,0,0,1,1,0,0,0,0,0,0
0.8305084745762712,0,0,0,1,1,1,0,0,0,0,0,1,0
0.5932203389830508,1,1,0,0,1,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,1,1,1,1,0,0,0,0,0,1,0
0.5254237288135594,0,0,0,1,0,1,1,0,0,0,0,0,0
0.7457627118644068,1,1,1,0,1,1,1,0,0,0,0,0,0
0.3050847457627119,1,1,0,0,1,1,0,0,0,0,0,1,0
0.4576271186440678,0,0,0,0,1,1,1,0,0,0,0,0,0
0.3389830508474576,1,1,0,0,0,1,0,0,0,1,0,0,0
0.423728813559322,1,1,0,0,1,1,1,0,0,0,0,0,0
0.864406779661017,1,1,0,1,1,1,0,0,0,0,1,0,0
0.4067796610169492,0,0,0,0,1,1,0,0,0,1,0,0,0
0.5932203389830508,1,1,1,1,1,1,1,0,0,0,0,0,0
0.4915254237288136,0,0,0,1,1,1,1,0,0,0,0,0,0
0.4576271186440678,0,0,0,1,1,1,1,0,0,0,0,0,0
0.6610169491525424,1,1,0,0,1,1,0,0,0,0,0,1,0
0.2542372881355932,0,0,1,0,1,1,1,0,0,0,0,0,0
0.5423728813559322,0,0,0,0,1,1,1,0,0,0,0,0,0
0.3220338983050848,0,0,0,0,1,1,1,0,0,0,0,0,0
0.47457627118644063,0,0,0,1,1,1,1,0,0,0,0,0,0
0.6101694915254238,0,0,0,1,1,1,0,0,0,0,0,1,0
0.559322033898305,1,1,0,0,1,1,0,0,0,0,0,1,0
0.3728813559322034,1,1,0,0,1,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,0,1,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,0,1,1,0,0,0,0,0,1,0
0.3220338983050848,1,1,0,0,1,1,1,0,0,0,0,0,0
0.5254237288135594,1,1,0,0,1,1,1,0,0,0,0,0,0
0.3728813559322034,0,0,1,0,0,1,0,0,0,0,0,1,0
0.6440677966101694,0,0,0,1,0,1,1,0,0,0,0,0,0
0.7457627118644068,0,0,0,1,0,1,1,0,0,0,0,0,0
0.4915254237288136,0,0,0,1,0,1,0,0,0,0,0,1,0
0.5084745762711864,1,1,0,1,1,1,1,0,0,0,0,0,0
0.3559322033898305,1,1,0,1,0,1,0,0,0,0,0,1,0
0.5932203389830508,1,1,0,0,0,1,1,0,0,0,0,0,0
0.5084745762711864,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5932203389830508,1,1,1,0,0,1,1,0,0,0,0,0,0
0.3389830508474576,0,0,0,1,0,1,1,0,0,0,0,0,0
0.288135593220339,1,1,0,0,0,1,1,0,0,0,0,0,0
0.7966101694915254,1,1,0,0,0,1,0,0,0,0,0,1,0
0.5084745762711864,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2711864406779661,1,1,0,0,0,1,0,0,1,0,0,0,0
0.11864406779661019,0,0,1,0,0,1,0,0,0,0,1,0,0
0.1694915254237288,1,1,0,0,0,1,0,0,0,0,0,1,0
0.5084745762711864,1,1,0,1,0,1,1,0,0,0,0,0,0
0.5423728813559322,1,1,0,1,0,1,1,0,0,0,0,0,0
0.728813559322034,1,1,0,0,0,1,0,0,0,0,0,1,0
0.728813559322034,0,0,0,0,0,1,1,0,0,0,0,0,0
0.7966101694915254,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9322033898305084,1,1,1,1,0,1,1,0,0,0,0,0,0
0.5423728813559322,1,1,1,0,1,1,0,0,0,0,0,1,0
0.711864406779661,0,0,0,0,1,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,0,1,1,0,0,0,0,0,1,0
0.44067796610169496,1,1,0,1,1,1,1,0,0,0,0,0,0
0.44067796610169496,0,0,0,1,0,1,0,0,0,0,0,1,0
0.3389830508474576,0,0,0,1,1,1,1,0,0,0,0,0,0
0.3389830508474576,0,0,0,0,1,1,0,0,0,0,0,1,0
0.9661016949152543,1,1,0,1,1,1,0,0,0,0,0,1,0
0.4576271186440678,0,0,0,1,1,1,0,0,0,0,0,1,0
0.864406779661017,1,1,0,0,1,1,0,0,0,0,0,1,0
0.7966101694915254,1,1,0,0,1,1,1,0,0,0,0,0,0
0.5254237288135594,1,1,0,0,1,1,0,0,0,0,0,1,0
0.5423728813559322,0,0,0,0,1,1,1,0,0,0,0,0,0
0.5423728813559322,0,0,0,0,1,1,1,0,0,0,0,0,0
0.4067796610169492,1,1,1,0,1,1,1,0,0,0,0,0,0
0.6440677966101694,1,1,0,1,1,1,0,0,0,0,0,1,0
0.6949152542372882,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,0,0,1,1,0,0,0,0,0,0
0.423728813559322,1,1,0,0,0,1,0,0,0,0,0,1,0
1.0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.3389830508474576,1,1,0,1,0,1,1,0,0,0,0,0,0
0.5084745762711864,1,1,0,1,1,1,1,0,0,0,0,0,0
0.3389830508474576,1,1,0,1,1,1,0,0,0,0,0,1,0
0.4915254237288136,1,1,1,1,0,1,1,0,0,0,0,0,0
0.4067796610169492,0,0,0,1,0,1,0,0,0,0,0,1,0
0.5084745762711864,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3728813559322034,1,1,0,0,0,1,1,0,0,0,0,0,0
0.1864406779661017,0,0,1,0,0,1,1,0,0,0,0,0,0
0.4067796610169492,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4067796610169492,1,1,0,0,0,1,0,0,0,0,0,1,0
0.47457627118644063,0,0,0,1,0,1,1,0,0,0,0,0,0
0.7627118644067796,1,1,0,0,0,1,0,0,0,0,0,1,0
0.3389830508474576,1,1,0,1,1,1,1,0,0,0,0,0,0
0.3728813559322034,1,1,0,1,0,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,0,0,1,1,0,0,0,0,0,0
0.728813559322034,0,0,0,1,0,1,0,0,0,0,0,1,0
0.2711864406779661,1,1,0,0,0,0,0,0,1,0,0,0,0
0.3050847457627119,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,1,0,1,0,0,0,0,0,1,0
0.3389830508474576,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4067796610169492,0,0,1,0,1,0,0,0,1,0,0,0,0
0.4576271186440678,0,0,0,1,0,1,1,0,0,0,0,0,0
0.5084745762711864,0,0,0,1,0,1,0,0,0,0,0,1,0
0.576271186440678,1,1,0,1,0,1,0,0,0,0,0,1,0
0.5932203389830508,0,0,0,0,1,1,0,0,0,0,0,1,0
0.5932203389830508,0,0,0,1,1,1,0,0,0,0,0,1,0
0.6101694915254238,1,1,0,1,1,1,0,0,0,0,0,1,0
0.6271186440677966,0,0,0,0,0,1,1,0,0,0,0,0,0
0.6271186440677966,0,0,0,1,0,1,1,0,0,0,0,0,0
0.6440677966101694,0,0,0,1,0,1,1,0,0,0,0,0,0
0.847457627118644,0,0,0,0,1,1,0,0,0,0,1,0,0
0.4915254237288136,1,1,0,1,1,1,0,0,0,0,0,1,0
0.5423728813559322,1,1,0,1,1,1,1,0,0,0,0,0,0
0.5254237288135594,0,0,0,0,1,1,1,0,0,0,0,0,0
0.6440677966101694,0,0,0,1,1,1,1,0,0,0,0,0,0
0.423728813559322,0,0,0,1,0,1,1,0,0,0,0,0,0
0.4576271186440678,0,0,0,1,1,1,1,0,0,0,0,0,0
0.4915254237288136,0,0,0,1,1,1,1,0,0,0,0,0,0
0.4067796610169492,0,0,0,1,1,1,1,0,0,0,0,0,0
0.3050847457627119,1,1,1,0,0,1,1,0,0,0,0,0,0
0.3220338983050848,0,0,0,1,1,1,1,0,0,0,0,0,0
0.576271186440678,0,0,0,1,1,1,1,0,0,0,0,0,0
0.728813559322034,1,1,0,1,1,1,0,0,0,0,0,1,0
0.4067796610169492,1,1,0,0,1,1,1,0,0,0,0,0,0
0.4067796610169492,1,1,1,1,1,1,0,0,0,0,0,1,0
0.847457627118644,1,1,0,0,1,1,0,0,0,1,0,0,0
0.4067796610169492,1,1,0,1,1,1,1,0,0,0,0,0,0
0.728813559322034,0,0,0,1,1,1,1,0,0,0,0,0,0
0.6949152542372882,1,1,1,1,0,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3389830508474576,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3559322033898305,1,1,0,1,1,1,0,0,0,0,0,1,0
0.3728813559322034,1,1,1,1,1,1,0,0,0,0,0,1,0
0.4067796610169492,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3050847457627119,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3050847457627119,0,0,0,0,1,1,0,0,0,0,0,1,0
0.6949152542372882,1,1,0,1,0,1,0,0,0,0,0,1,0
0.6949152542372882,1,1,0,0,0,1,0,0,0,1,0,0,0
0.559322033898305,1,1,0,1,1,1,0,0,0,0,0,1,0
0.8135593220338984,0,0,0,1,0,1,1,0,0,0,0,0,0
0.4067796610169492,1,1,0,1,0,1,1,0,0,0,0,0,0
0.6440677966101694,1,1,0,1,0,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,1,0,1,1,0,0,0,0,0,0
0.47457627118644063,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3050847457627119,0,0,1,1,0,0,0,0,1,0,0,0,0
0.4067796610169492,1,1,0,0,0,1,1,0,0,0,0,0,0
0.44067796610169496,0,0,0,1,0,1,1,0,0,0,0,0,0
0.47457627118644063,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4915254237288136,1,1,0,1,0,1,1,0,0,0,0,0,0
0.6101694915254238,1,1,0,0,1,1,0,0,0,0,0,1,0
0.6101694915254238,0,0,0,1,0,1,1,0,0,0,0,0,0
0.6101694915254238,0,0,1,0,0,0,0,0,1,0,0,0,0
0.6440677966101694,1,1,0,0,0,1,0,0,0,0,0,1,0
0.6610169491525424,1,1,0,1,0,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,0,1,1,1,0,0,0,0,0,0
0.5254237288135594,0,0,0,1,1,1,1,0,0,0,0,0,0
0.5423728813559322,1,1,1,1,1,1,1,0,0,0,0,0,0
0.847457627118644,1,1,1,0,1,1,0,0,0,0,0,1,0
0.22033898305084748,1,1,0,1,1,1,1,0,0,0,0,0,0
0.288135593220339,0,0,0,0,1,0,0,0,1,0,0,0,0
0.288135593220339,0,0,1,0,0,1,1,0,0,0,0,0,0
0.5084745762711864,0,0,0,0,0,1,1,0,0,0,0,0,0
0.5084745762711864,1,1,0,0,0,1,1,0,0,0,0,0,0
0.423728813559322,1,1,0,0,1,1,1,0,0,0,0,0,0
0.6779661016949152,0,0,0,0,1,1,0,0,0,0,0,1,0
0.576271186440678,1,1,0,0,0,1,0,0,0,0,0,1,0
0.576271186440678,0,0,0,0,1,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,1,0,1,1,1,0,0,0,0,0,0
0.3728813559322034,1,1,0,1,1,1,1,0,0,0,0,0,0
0.3559322033898305,1,1,1,1,1,1,1,0,0,0,0,0,0
0.847457627118644,0,0,0,0,1,1,0,0,0,0,0,1,0
0.423728813559322,0,0,0,0,1,1,1,0,0,0,0,0,0
0.23728813559322032,1,1,0,0,1,1,1,0,0,0,0,0,0
0.3050847457627119,1,1,1,1,0,1,0,0,0,0,0,1,0
0.3220338983050848,1,1,0,1,1,1,0,0,0,0,0,1,0
0.3389830508474576,1,1,0,1,0,1,1,0,0,0,0,0,0
0.4915254237288136,1,1,0,1,1,1,0,0,0,0,0,1,0
0.4915254237288136,1,1,1,1,0,1,1,0,0,0,0,0,0
0.6610169491525424,1,1,0,0,0,1,1,0,0,0,0,0,0
0.6610169491525424,1,1,0,0,0,1,0,0,0,0,0,1,0
0.6440677966101694,0,0,0,1,0,1,1,0,0,0,0,0,0
0.5254237288135594,1,1,1,0,0,1,0,0,0,0,0,1,0
0.3050847457627119,1,1,0,0,0,1,0,0,0,0,0,1,0
0.3898305084745763,1,1,0,1,0,1,1,0,0,0,0,0,0
0.6271186440677966,1,1,0,1,0,1,1,0,0,0,0,0,0
0.576271186440678,0,0,0,1,0,1,0,0,0,0,0,1,0
0.4067796610169492,1,1,0,0,0,1,1,0,0,0,0,0,0
0.728813559322034,1,1,0,0,0,1,1,0,0,0,0,0,0
0.9322033898305084,1,1,0,1,0,1,1,0,0,0,0,0,0
0.6779661016949152,1,1,0,1,0,1,1,0,0,0,0,0,0
0.4915254237288136,1,1,0,1,1,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,1,1,1,1,0,0,0,0,0,1,0
0.2033898305084746,0,0,0,0,0,1,0,0,1,0,0,0,0
0.6440677966101694,1,1,1,1,1,1,0,0,0,0,0,1,0
0.11864406779661019,1,1,1,0,0,1,0,0,1,0,0,0,0
0.6440677966101694,1,1,0,1,0,1,0,0,0,0,0,1,0
0.728813559322034,1,1,0,0,0,1,0,0,0,0,0,1,0
0.5254237288135594,1,1,0,0,0,1,0,0,0,0,0,1,0
0.576271186440678,1,1,0,0,0,1,0,0,0,0,0,1,0
0.5254237288135594,0,0,0,0,1,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,0,0,1,0,0,0,0,0,1,0
0.847457627118644,1,1,0,1,0,1,0,0,0,0,0,1,0
0.6610169491525424,1,1,0,1,0,1,1,0,0,0,0,0,0
0.2542372881355932,1,1,0,0,0,1,0,0,0,0,0,1,0
0.288135593220339,1,1,0,1,0,1,0,0,0,0,0,1,0
0.5932203389830508,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3220338983050848,1,1,0,0,0,1,1,0,0,0,0,0,0
0.7796610169491526,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3728813559322034,1,1,0,1,0,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,1,0,0,1,1,0,0,0,0,0,0
0.4576271186440678,1,1,0,1,0,1,0,0,0,0,0,1,0
0.4067796610169492,1,1,0,1,0,1,1,0,0,0,0,0,0
0.559322033898305,0,0,0,0,0,1,1,0,0,0,0,0,0
0.864406779661017,1,1,0,0,0,1,0,0,0,0,0,1,0
0.423728813559322,1,1,0,0,0,1,1,0,0,0,0,0,0
0.3389830508474576,1,1,0,0,0,1,0,0,0,0,0,1,0
0.2542372881355932,1,1,0,0,1,1,1,0,0,0,0,0,0
0.288135593220339,1,1,0,0,0,1,1,0,0,0,0,0,0
0.6101694915254238,0,0,0,0,0,1,0,0,0,0,0,1,0
0.7457627118644068,0,0,1,1,0,1,0,0,0,0,0,1,0
0.288135593220339,1,1,1,1,0,1,0,0,0,0,0,1,0
0.7457627118644068,1,1,1,1,0,1,0,0,0,0,0,1,0
0.3389830508474576,0,0,0,1,1,1,0,0,0,0,0,1,0
0.8813559322033898,1,1,1,1,1,1,0,0,0,0,0,1,0
0.3220338983050848,0,0,0,1,0,1,1,0,0,0,0,0,0
0.5932203389830508,1,1,1,1,0,1,0,0,0,0,0,1,0
0.1864406779661017,1,1,1,0,0,1,0,0,1,0,0,0,0
0.4067796610169492,1,1,1,1,0,1,1,0,0,0,0,0,0
0.22033898305084748,1,1,0,0,0,1,0,0,0,0,0,1,0
0.47457627118644063,1,1,0,1,0,1,1,0,0,0,0,0,0
0.4915254237288136,1,1,1,1,1,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,0,0,0,1,0,0,0,0,0,1,0
0.6440677966101694,1,1,0,1,0,1,0,0,0,0,0,1,0
0.6271186440677966,1,1,0,0,0,1,0,0,0,0,0,1,0
0.728813559322034,1,1,0,0,0,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,1,0,1,0,0,0,0,0,1,0
0.4576271186440678,1,1,0,1,0,1,0,0,1,0,0,0,0
0.7457627118644068,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4067796610169492,0,0,0,1,0,1,0,0,0,0,0,1,0
0.6440677966101694,1,1,0,0,0,1,0,0,0,0,0,1,0
0.2033898305084746,0,0,0,1,0,1,1,0,0,0,0,0,0
0.3898305084745763,1,1,1,1,1,1,0,0,0,0,0,1,0
0.3898305084745763,0,0,0,1,0,1,0,0,1,0,0,0,0
0.8813559322033898,0,0,0,0,0,1,0,0,0,0,0,1,0
0.711864406779661,1,1,1,0,0,1,1,0,0,0,0,0,0
0.423728813559322,1,1,1,1,0,1,1,0,0,0,0,0,0
0.3728813559322034,1,1,1,1,0,1,0,0,0,0,0,1,0
0.8305084745762712,1,1,0,0,1,1,1,0,0,0,0,0,0
0.9491525423728813,1,1,0,0,1,1,1,0,0,0,0,0,0
0.6271186440677966,1,1,0,0,0,1,1,0,0,0,0,0,0
0.47457627118644063,1,1,0,1,0,1,1,0,0,0,0,0,0
0.3559322033898305,0,0,0,0,0,1,0,0,0,0,0,1,0
0.847457627118644,1,1,0,1,0,1,1,0,0,0,0,0,0
0.2711864406779661,1,1,1,0,0,1,0,0,0,1,0,0,0
0.6101694915254238,1,1,0,1,0,1,1,0,0,0,0,0,0
0.23728813559322032,1,1,0,0,0,1,0,0,0,0,0,1,0
0.3898305084745763,1,1,0,1,0,1,0,0,0,0,0,1,0
0.4576271186440678,0,0,0,0,1,1,1,0,0,0,0,0,0
0.23728813559322032,1,1,0,0,0,1,1,0,0,0,0,0,0
0.288135593220339,0,0,0,0,1,1,0,0,1,0,0,0,0
0.47457627118644063,0,0,0,1,0,1,0,0,0,0,0,1,0
0.6101694915254238,1,1,0,0,0,1,0,0,0,0,0,1,0
0.847457627118644,1,1,0,0,0,1,1,0,0,0,0,0,0
0.9322033898305084,0,0,0,1,0,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,0,1,1,0,0,0,0,0,1,0
0.5423728813559322,0,0,0,0,0,1,1,0,0,0,0,0,0
0.5254237288135594,1,1,0,1,0,1,1,0,0,0,0,0,0
0.559322033898305,1,1,0,0,0,1,0,0,0,0,0,1,0
0.44067796610169496,1,1,0,0,1,1,1,0,0,0,0,0,0
0.2711864406779661,1,1,0,0,1,1,0,0,0,0,0,1,0
1.0,0,0,1,1,1,1,1,0,0,0,0,0,0
0.5423728813559322,0,0,0,1,1,1,1,0,0,0,0,0,0
0.3898305084745763,0,0,0,0,1,1,1,0,0,0,0,0,0
0.3559322033898305,0,0,0,1,0,1,1,0,0,0,0,0,0
0.6101694915254238,0,0,0,0,1,1,1,0,0,0,0,0,0
0.711864406779661,0,0,0,0,1,1,0,0,0,0,0,1,0
0.728813559322034,1,1,0,0,1,1,0,0,0,1,0,0,0
0.5932203389830508,1,1,1,1,1,1,1,0,0,0,0,0,0
0.3559322033898305,1,1,0,1,0,1,1,0,0,0,0,0,0
0.288135593220339,1,1,0,0,0,1,1,0,0,0,0,0,0
0.6779661016949152,1,1,0,1,0,1,0,0,0,0,0,1,0
0.5084745762711864,0,0,0,0,0,1,1,0,0,0,0,0,0
0.44067796610169496,1,1,1,0,0,1,0,0,0,0,0,1,0
0.3389830508474576,1,1,0,0,0,1,1,0,0,0,0,0,0
0.47457627118644063,0,0,0,1,0,1,0,0,0,0,0,1,0
0.6271186440677966,1,1,0,1,0,1,1,0,0,0,0,0,0
0.7796610169491526,1,1,0,1,0,1,0,0,0,0,0,1,0
0.5084745762711864,1,1,0,1,0,1,1,0,0,0,0,0,0
